weeks,year,temp_num_max_max,temp_num_max_min,temp_num_max_mean,temp_num_min_max,temp_num_min_min,temp_num_min_mean,temp_num_mean_max,temp_num_mean_min,temp_num_mean_mean,feels_num_max_max,feels_num_max_min,feels_num_max_mean,feels_num_min_max,feels_num_min_min,feels_num_min_mean,feels_num_mean_max,feels_num_mean_min,feels_num_mean_mean,gust_num_max_max,gust_num_max_min,gust_num_max_mean,gust_num_min_max,gust_num_min_min,gust_num_min_mean,gust_num_mean_max,gust_num_mean_min,gust_num_mean_mean,rain_num_max_max,rain_num_max_min,rain_num_max_mean,rain_num_min_max,rain_num_min_min,rain_num_min_mean,rain_num_mean_max,rain_num_mean_min,rain_num_mean_mean,humid_num_max_max,humid_num_max_min,humid_num_max_mean,humid_num_min_max,humid_num_min_min,humid_num_min_mean,humid_num_mean_max,humid_num_mean_min,humid_num_mean_mean,cloud_num_max_max,cloud_num_max_min,cloud_num_max_mean,cloud_num_min_max,cloud_num_min_min,cloud_num_min_mean,cloud_num_mean_max,cloud_num_mean_min,cloud_num_mean_mean,illum_max,illum_min,illum_mean,Ah1n1,Ah3,B,Label_AH1N1,Label_AH3,Label_B
43,2009,31,27,29,24,23,23.28571429,26.375,24.75,25.66071429,40,32,36.42857143,28,26,26.85714286,32.375,28.75,30.66071429,18,9,13.85714286,8,0,3.571428571,11.875,3.5,8.464285714,6.2,0.7,2.171428571,0,0,0,1.4,0.1375,0.4875,98,93,97,87,64,78.42857143,94.25,82.5,90.66071429,100,56,84.42857143,40,8,23,69.875,24.875,44.32142857,48,7,27.57142857,39,1,4,normal,normal,normal
44,2009,32,28,30.85714286,24,22,22.71428571,26.5,25.125,25.98214286,44,35,38.71428571,27,23,25.71428571,32.5,29.375,30.85714286,20,13,17.14285714,10,1,5.428571429,13.25,5.5,9.910714286,9.4,0.2,3.114285714,0,0,0,1.6125,0.0375,0.533928571,98,91,95.28571429,86,59,66.71428571,94.625,79.25,84.48214286,100,26,66,23,4,9.571428571,58.375,13.375,33.46428571,41,0,18.71428571,30,1,8,normal,normal,normal
45,2009,32,29,30.14285714,24,22,23,27,25.75,26.28571429,43,36,38.85714286,27,26,26.85714286,34,30.875,32.01785714,18,12,15.14285714,7,1,4.142857143,10.75,7.875,9.107142857,3.9,0.7,2.142857143,0,0,0,0.8375,0.15,0.483928571,98,95,97,81,63,73.42857143,92.375,83.375,88.21428571,100,36,76,31,7,16.71428571,50.375,16.25,36.53571429,90,48,69,26,1,2,normal,normal,normal
46,2009,32,31,31.42857143,24,22,23.14285714,27,25.75,26.46428571,51,38,41.42857143,28,25,26.42857143,34.375,30.125,32.125,24,9,14.42857143,9,1,4.285714286,15.125,6.125,8.678571429,1.3,0,0.514285714,0,0,0,0.2625,0,0.103571429,97,92,94.14285714,74,61,65.85714286,88.25,79.375,83.48214286,74,23,41.28571429,16,0,10.28571429,40.875,12,24.23214286,97,62,82,27,1,2,normal,normal,normal
47,2009,31,28,29.28571429,23,21,21.85714286,25.5,24,24.89285714,37,31,33.85714286,25,22,23.42857143,30,25.75,27.89285714,32,13,22.14285714,16,3,8.857142857,21.625,8.5,14.46428571,3.1,0,0.857142857,0,0,0,0.475,0,0.119642857,90,79,85.28571429,70,61,66,82.75,73.875,78.26785714,88,46,70.85714286,42,6,21.28571429,54.625,29.125,39.35714286,55,14,34.42857143,24,,4,normal,normal,normal
48,2009,32,25,29.14285714,23,21,22.14285714,26.25,23.25,24.92857143,41,28,34.42857143,26,22,24.28571429,31.875,26.375,28.69642857,16,6,12,3,2,2.571428571,8.625,4.125,6.875,2.8,0,0.842857143,0,0,0,0.6125,0,0.176785714,97,89,93.42857143,90,58,69,94,78.75,84.66071429,84,45,64.42857143,35,7,17.14285714,53.75,20.875,36.01785714,28,0,11,15,,4,normal,normal,normal
49,2009,32,30,31,23,21,21.71428571,26.125,24.75,25.53571429,44,37,38.85714286,26,23,23.42857143,30.875,29.125,30,21,9,15.57142857,4,0,2.285714286,10.5,5.375,7.892857143,0.3,0,0.042857143,0,0,0,0.05,0,0.007142857,91,85,88.14285714,58,49,54.28571429,76.5,70.125,74.10714286,77,7,27.71428571,10,0,4.285714286,35.625,6.125,12.98214286,76,34,55,12,,4,normal,normal,normal
50,2009,33,29,31.28571429,25,20,22.28571429,28.125,24.875,26.21428571,40,34,36.57142857,28,22,25.14285714,31.625,28.125,30.14285714,24,12,18.42857143,4,0,2.142857143,10.5,7.625,8.678571429,1.4,0,0.285714286,0,0,0,0.35,0,0.066071429,93,77,87.42857143,69,49,54.57142857,83.125,66.25,73.07142857,85,9,51.85714286,35,0,17.14285714,55.875,4.125,32.51785714,97,76,88,10,,13,normal,normal,normal
51,2009,32,27,30.71428571,23,21,21.85714286,26.125,24.25,25.58928571,37,30,34.85714286,25,22,23.71428571,29.5,27,28.60714286,18,9,15,5,1,2.571428571,10.5,6.125,8.357142857,0.6,0,0.128571429,0,0,0,0.075,0,0.017857143,89,78,82.71428571,73,50,54.57142857,80.75,66.375,71.41071429,85,40,61.42857143,29,10,17.14285714,46.125,22.5,34.48214286,69,28,48.14285714,4,,8,normal,normal,normal
52,2009,33,32,32.57142857,25,22,23.14285714,27.375,26.375,26.875,47,37,39.14285714,27,25,26,32,30.25,30.85714286,20,16,18.28571429,5,2,3.571428571,11.125,7.375,9.857142857,1.1,0,0.257142857,0,0,0,0.1375,0,0.032142857,89,77,83.42857143,55,43,49.28571429,74.25,63.5,69.25,87,19,55.71428571,25,2,12.14285714,50.125,8.625,30.42857143,21,0,9,6,,14,normal,normal,normal
53,2009,33,33,33,22,22,22,26.75,26.75,26.75,37,37,37,24,24,24,30.375,30.375,30.375,19,19,19,2,2,2,11.125,11.125,11.125,0,0,0,0,0,0,0,0,0,80,80,80,42,42,42,63,63,63,29,29,29,2,2,2,15.875,15.875,15.875,21,21,21,,,,normal,normal,normal
1,2010,34,31,33.14285714,25,23,24.14285714,28.125,26.125,27.46428571,38,34,36.28571429,27,25,26.57142857,30.625,28.625,30.08928571,21,15,18.42857143,14,5,8.142857143,16.75,8,12.41071429,0,0,0,0,0,0,0,0,0,77,68,71.28571429,50,35,42.42857143,65.5,55.25,59.51785714,82,21,45.71428571,26,5,12.85714286,47.25,12.5,29.19642857,76,34,55,3,,10,normal,normal,normal
2,2010,34,32,33.14285714,25,21,23,28,26.125,27.16071429,37,34,35.57142857,27,22,25.42857143,30.875,27.625,29.55357143,26,15,20,6,1,3.142857143,12.75,7.5,9.392857143,0.3,0,0.042857143,0,0,0,0.05,0,0.007142857,84,72,76.57142857,44,34,39.85714286,63.125,57.25,60.55357143,88,15,52.57142857,39,5,12.71428571,65,9.5,30.71428571,97,76,88,7,,2,normal,normal,normal
3,2010,33,23,29.57142857,22,21,21.85714286,26.625,22.75,25.01785714,36,26,32.57142857,25,22,23,28.875,24.625,27.28571429,28,14,21.28571429,12,1,5.857142857,18.5,9.5,13.17857143,3.7,0,0.742857143,0,0,0,0.9625,0,0.185714286,98,66,81.57142857,92,35,54,93.5,55,69.91071429,100,32,72.57142857,53,5,20.42857143,88.25,14.75,42.07142857,69,28,48.14285714,2,1,8,normal,normal,normal
4,2010,34,31,32.57142857,24,22,22.85714286,27.75,26.125,26.94642857,38,35,36.42857143,27,25,26,30.625,29.625,30.03571429,18,12,15.71428571,9,2,5.142857143,13.125,7.875,10.75,0.1,0,0.014285714,0,0,0,0.0125,0,0.001785714,92,72,79.71428571,60,36,45,77.25,58.375,65.53571429,83,31,53.28571429,43,6,17.28571429,62.875,17.25,31.94642857,21,0,9,5,,5,normal,normal,normal
5,2010,35,33,34,26,23,24.14285714,28.5,27.25,27.94642857,40,36,37.28571429,28,26,26.71428571,31.125,29.75,30.55357143,25,14,20,7,3,5,15.625,11,12.55357143,0.3,0,0.042857143,0,0,0,0.05,0,0.007142857,82,67,76.28571429,44,33,38.42857143,64.625,56.625,59.83928571,87,24,52,24,3,13.57142857,43.625,12.125,28.48214286,69,21,45.28571429,4,,7,normal,normal,normal
6,2010,36,35,35.57142857,25,23,24,28.625,27.875,28.375,39,37,38,28,26,27,32.125,30.75,31.39285714,23,19,21,14,6,9,16.625,14,15.35714286,0,0,0,0,0,0,0,0,0,82,71,76.71428571,36,29,32.28571429,60,55.5,58.08928571,30,11,18,6,0,2.714285714,14.375,5.625,9.321428571,97,76,88,2,,,normal,normal,normal
7,2010,37,36,36.57142857,25,24,24.42857143,29.125,28.75,29,40,38,38.85714286,29,26,27.42857143,32.875,31.25,31.82142857,27,19,21.57142857,10,2,7.285714286,17,11.625,14.10714286,0,0,0,0,0,0,0,0,0,75,67,71.14285714,32,26,29,56.25,51.75,54.21428571,34,10,18.42857143,9,0,4.142857143,18,5.875,10.57142857,76,34,55,,,,normal,normal,normal
8,2010,37,32,34.85714286,26,22,23.85714286,29,27.875,28.51785714,43,36,38.42857143,28,26,27.28571429,33.25,31.125,31.83928571,25,14,18.57142857,8,3,5.857142857,14.375,9.25,11.92857143,2.6,0,0.428571429,0,0,0,0.4,0,0.064285714,89,72,81.71428571,47,30,38.28571429,67.375,58.375,61.30357143,69,12,41.14285714,34,2,13.57142857,43,5.875,23.41071429,28,0,11,7,,4,normal,normal,normal
9,2010,37,35,35.85714286,25,23,23.85714286,29.625,28.75,29.125,40,39,39.42857143,29,28,28.71428571,33.875,32.75,33.28571429,22,13,17.71428571,9,2,5.714285714,13.625,7.625,11.03571429,0.1,0,0.014285714,0,0,0,0.0125,0,0.001785714,89,78,83.85714286,44,27,35,62.625,57.25,60.35714286,85,9,35.71428571,12,0,5,41.25,4.125,16.98214286,62,14,38.42857143,3,,6,normal,normal,warning
10,2010,39,33,35.57142857,26,24,25.42857143,30.625,28.375,29.53571429,43,38,39.14285714,32,27,29,34.375,31.875,33,18,16,17.14285714,8,3,5.857142857,13.25,9.75,11.44642857,1.2,0,0.171428571,0,0,0,0.2,0,0.028571429,81,59,74.71428571,49,29,37.14285714,68.375,47.75,57.73214286,87,19,53.85714286,11,5,7.285714286,50,10,26.46428571,97,69,86,2,,7,normal,normal,warning
11,2010,39,35,37.28571429,27,24,25.14285714,31.125,29.625,30.33928571,42,38,39.85714286,30,28,28.85714286,33.75,32.625,33.125,23,17,20.42857143,13,4,8.142857143,18.375,10.5,13.60714286,0,0,0,0,0,0,0,0,0,79,59,69,38,23,29.28571429,54.25,44.875,50.75,46,19,31.28571429,11,0,4.428571429,23.375,7.125,15.01785714,83,41,62,2,,13,normal,normal,warning
12,2010,38,35,35.71428571,27,24,25.42857143,30.5,29.5,29.96428571,44,37,39.57142857,31,27,29.42857143,35.875,32.5,33.625,22,16,19.14285714,11,3,6.428571429,15.5,8.875,12.17857143,2.5,0,0.428571429,0,0,0,0.3625,0,0.066071429,87,64,78,41,26,35.85714286,66.375,47,58.51785714,100,22,48,22,5,11.14285714,48.875,11.75,26.73214286,34,0,14.85714286,,,18,normal,normal,danger
13,2010,36,34,35,26,25,25.28571429,30,28.75,29.25,39,36,38.28571429,30,28,29.28571429,33.625,32.375,32.94642857,27,12,18.71428571,10,2,5.142857143,13,7.25,10.80357143,1.2,0,0.371428571,0,0,0,0.15,0,0.058928571,87,74,79,45,37,39.57142857,65,59.125,62.08928571,93,45,72.85714286,37,10,18.85714286,50.75,30.25,38.625,48,7,27.57142857,,,3,normal,normal,normal
14,2010,38,33,35.42857143,27,25,25.85714286,30.75,29.375,30.10714286,41,36,39.42857143,32,29,30.28571429,35.25,33,34.125,23,16,18.85714286,10,5,7.428571429,14.875,10.5,12.46428571,0,0,0,0,0,0,0,0,0,86,71,78.42857143,47,28,38.85714286,65.875,54.5,59.23214286,85,23,48.28571429,17,4,11.71428571,46,11.75,26.19642857,97,55,76,,,3,normal,normal,normal
15,2010,38,32,36.42857143,27,25,26.28571429,31.375,28.625,30.53571429,42,37,40.71428571,31,29,30.42857143,35.5,33.125,34.55357143,24,16,19.42857143,9,3,6.142857143,15,9.75,11.875,0.5,0,0.142857143,0,0,0,0.0625,0,0.019642857,83,70,77.28571429,53,30,36.85714286,67.75,53.125,57.69642857,100,29,61.85714286,14,4,10,43.75,18,28.92857143,97,55,76,1,,4,normal,normal,normal
16,2010,35,31,33.71428571,27,25,26,29.5,28,29.01785714,43,38,40,32,30,30.71428571,35.625,33.375,34.35714286,25,10,16,6,2,4.142857143,16.375,5.25,9.946428571,6.4,0.2,3.557142857,0,0,0,1.4125,0.025,0.653571429,93,82,87.71428571,64,42,51,82.5,65.75,73.03571429,86,28,58,26,7,15.57142857,45.25,19.875,34.17857143,48,7,27.57142857,,,2,normal,normal,normal
17,2010,38,31,34.42857143,27,26,26.42857143,30.625,27.625,29.625,42,37,39,31,29,30.42857143,35.375,33.125,34.25,24,15,18.57142857,10,3,6.428571429,12.875,7.625,10.89285714,2,0,0.571428571,0,0,0,0.3375,0,0.098214286,93,70,80.42857143,70,33,46,82.875,55.25,65.14285714,85,20,56.14285714,31,4,16,56.375,12.25,34.42857143,34,0,14.85714286,,,1,normal,normal,normal
18,2010,36,29,32,26,25,25.42857143,30.25,27.25,28.39285714,47,37,40.28571429,32,30,30.85714286,37.5,33.25,34.875,20,11,13.85714286,7,2,4.857142857,11.375,5.875,8.767857143,9,0.5,3.042857143,0,0,0,1.4125,0.0625,0.592857143,95,91,93.71428571,79,44,62.71428571,87.875,69.25,80.30357143,100,30,73.71428571,33,5,20,60.5,16.75,42.07142857,90,41,68,,,2,normal,normal,normal
19,2010,39,35,36.57142857,28,26,26.85714286,31.875,30,30.64285714,47,40,44.14285714,33,31,32.28571429,38.125,36,37.16071429,17,13,14.71428571,7,3,4.571428571,12,6.875,9.232142857,1.8,0,0.757142857,0,0,0,0.3,0,0.126785714,91,79,84.57142857,47,36,43.14285714,71.5,60.25,67.69642857,83,46,67.42857143,17,5,9.714285714,49.625,20.5,35.53571429,97,62,82,,,4,normal,normal,normal
20,2010,36,32,33.85714286,27,26,26.42857143,30.5,28.75,29.64285714,43,42,42.28571429,33,32,32.85714286,37.375,36.75,36.98214286,23,11,15.71428571,8,3,4.857142857,11.625,6.25,9.839285714,4.5,0,2.171428571,0,0,0,0.8125,0,0.482142857,93,84,89.57142857,66,45,55.57142857,81.5,68.875,75.46428571,60,30,42,17,10,12.42857143,34.25,18.375,24.91071429,55,14,34.42857143,,,4,normal,normal,normal
21,2010,32,28,30.71428571,26,25,25.71428571,28.625,26.5,27.89285714,41,35,39.28571429,33,30,31.28571429,36.5,32.25,35.01785714,21,10,15.71428571,9,2,5.714285714,12,6.125,10.14285714,9.5,0,4.385714286,0,0,0,1.5875,0,0.869642857,97,95,96,84,67,73.85714286,91.5,84.75,87.55357143,89,41,61.57142857,29,14,20.71428571,44.625,25,37.5,28,0,11,,,4,normal,normal,normal
22,2010,33,30,31.85714286,26,25,25.14285714,28.75,26.875,28.07142857,42,37,40.71428571,32,30,30.85714286,36.25,32.5,35.05357143,16,9,13.42857143,9,2,4.857142857,11.375,6.5,8.785714286,4.7,0.6,1.9,0,0,0,0.675,0.0875,0.269642857,97,95,95.85714286,75,61,67.85714286,88.25,81.125,84.83928571,89,30,54,28,15,19.71428571,52.5,20.375,34.41071429,76,34,55,,,6,normal,normal,normal
23,2010,32,30,31,25,25,25,28,27.25,27.58928571,43,39,40.71428571,31,30,30.57142857,35.75,34,34.78571429,17,10,13.71428571,5,2,3,9,5.875,7.482142857,10.1,2.7,5.485714286,0,0,0,1.6375,0.4,0.866071429,98,96,96.85714286,83,69,75.42857143,92.125,86.875,89.30357143,100,33,69.71428571,30,19,23.28571429,61.375,23.5,44.82142857,97,76,88,,2,2,normal,normal,warning
24,2010,33,30,31.42857143,25,24,24.85714286,28.5,27.125,27.85714286,43,39,41.71428571,30,28,29.57142857,36,33.875,34.78571429,19,9,14,5,2,3.285714286,9,6.5,7.857142857,5,0,2.228571429,0,0,0,0.8125,0,0.417857143,97,93,96,79,62,70.14285714,89.5,80.125,85.39285714,100,45,74.57142857,29,15,19.28571429,55.125,29.25,37.82142857,69,28,48.14285714,,3,13,normal,normal,warning
25,2010,32,29,30.14285714,25,24,24.42857143,27.5,26.25,26.83928571,39,36,37.57142857,29,28,28.57142857,33.375,31.5,32.5,23,13,16.85714286,10,3,5.857142857,13.625,8.625,10.73214286,5.8,2.3,3.9,0,0,0,1.05,0.2875,0.582142857,98,95,96.71428571,84,68,77.42857143,92.375,86,89.67857143,100,60,81.42857143,40,18,29,66,42.125,51.25,21,0,9,1,4,15,normal,normal,danger
26,2010,32,29,30.57142857,25,24,24.42857143,27.75,26.5,27.125,42,36,39.14285714,30,28,28.85714286,34.375,32.125,33.33928571,22,9,15.28571429,8,2,4.857142857,11.375,5.875,9,7.8,0,2.685714286,0,0,0,1.1,0,0.371428571,98,96,97.14285714,83,65,74.85714286,92,83.875,89.05357143,100,49,80.85714286,30,8,23.28571429,57.375,22.125,43.05357143,69,21,42.28571429,,3,12,normal,normal,warning
27,2010,34,28,31.28571429,25,23,23.85714286,28,25.75,26.94642857,43,34,39.71428571,29,27,28.14285714,34.625,30.25,32.98214286,20,9,13.28571429,8,1,2.714285714,9.5,4.25,6.714285714,5.7,0.7,2.971428571,0,0,0,0.75,0.1,0.419642857,97,94,96,78,54,66.85714286,89.375,80.875,85.33928571,99,32,55.57142857,46,8,19.71428571,68.125,16.375,36.28571429,97,76,88,,8,13,normal,warning,danger
28,2010,32,26,30.14285714,25,24,24.42857143,27.375,25.375,26.82142857,41,32,38.28571429,30,27,28.71428571,33.5,30.375,32.80357143,17,11,14,5,1,2.285714286,9.5,6.125,7.625,5.7,1.4,3.2,0,0,0,0.75,0.2375,0.448214286,98,96,97.42857143,92,65,73.71428571,95.125,86.25,89.28571429,100,59,90.57142857,38,12,23.71428571,68.5,34.5,55.83928571,76,34,55,1,13,8,normal,warning,warning
29,2010,33,28,30.14285714,25,23,24,27.5,25,26.55357143,43,33,38.57142857,29,26,27.71428571,34.375,29,32.35714286,20,9,13.42857143,5,1,4,10.75,6,7.910714286,4.5,0,1.7,0,0,0,0.6,0,0.221428571,98,96,97.14285714,83,61,74.57142857,93,83.375,89.33928571,100,31,81.71428571,39,10,22.14285714,73.75,18.25,50.625,28,0,11,4,10,13,normal,warning,danger
30,2010,33,25,29,24,23,23.71428571,27.75,23.875,25.96428571,39,29,35.28571429,28,26,27,32.625,27.125,30.625,20,13,16.42857143,9,2,6.142857143,13.25,8.125,11.03571429,2.3,0,1.071428571,0,0,0,0.2875,0,0.1375,98,95,96.42857143,90,58,76.57142857,93.75,80.75,89.48214286,100,78,91,47,23,35.71428571,79.75,48.625,63.01785714,55,14,34.42857143,,26,11,normal,warning,warning
31,2010,33,30,31.57142857,25,23,24,27.75,25.875,27,41,36,38.57142857,29,27,28,33.625,30.75,32.14285714,19,13,15.85714286,10,2,4.857142857,12.75,8.75,10.17857143,6.5,0,1.542857143,0,0,0,0.8125,0,0.196428571,97,93,95.57142857,79,56,65.42857143,92.875,76.125,84.85714286,100,56,79.57142857,62,15,26.57142857,82.75,27.75,48.94642857,97,62,82,,30,10,normal,warning,warning
32,2010,34,29,31.57142857,25,24,24.14285714,27.625,26,27.07142857,43,35,38,28,27,27.85714286,33.875,30.625,31.76785714,23,11,18.28571429,12,2,8.142857143,15.625,6.5,12.85714286,3.9,0,1.4,0,0,0,0.8625,0,0.25,97,91,94,73,55,61.14285714,88.125,77.875,82,100,53,78.71428571,42,18,29,67,38.375,50.51785714,90,48,69,1,51,6,normal,warning,normal
33,2010,33,31,32.57142857,25,24,24.85714286,28.25,27.25,27.89285714,44,40,42.57142857,30,29,29.57142857,35.125,33.625,34.625,14,8,12,5,1,2.571428571,8.625,5.625,6.964285714,4.9,0.2,2.271428571,0,0,0,0.8625,0.025,0.403571429,97,94,95.14285714,70,58,65.14285714,85.25,82,83.66071429,57,33,45.71428571,26,8,17.57142857,39.75,20.875,31.44642857,41,0,20.71428571,,53,3,normal,danger,normal
34,2010,32,29,30.85714286,24,24,24,27.625,25.875,26.83928571,41,35,38,29,27,27.85714286,34.125,30.625,32.08928571,23,11,16.57142857,9,2,5.428571429,13.625,7.125,10.01785714,3.9,0,1,0,0,0,0.55,0,0.182142857,97,95,96.28571429,75,64,69.85714286,89,84,86.05357143,100,61,79.85714286,49,7,32.42857143,65.5,33.875,49.125,41,0,20.71428571,1,52,3,normal,warning,normal
35,2010,33,28,31.14285714,25,23,24.14285714,27.5,26,26.96428571,41,34,38.42857143,29,27,28,33.375,30.75,32.25,26,16,21,9,3,5.857142857,12.75,11,11.82142857,4.4,0,1.585714286,0,0,0,1.2875,0,0.371428571,97,96,96.57142857,82,60,68.42857143,90.125,83.625,86.51785714,100,47,76.14285714,45,17,29.71428571,75.75,29.875,49.69642857,97,48,71,,31,5,normal,warning,warning
36,2010,33,31,31.85714286,25,24,24.28571429,27.625,26.875,27.28571429,42,38,39.71428571,29,27,28.42857143,33.5,31.625,32.98214286,19,11,15.28571429,8,2,5,11.875,7.625,9.910714286,4.7,0.1,1.514285714,0,0,0,1.0875,0.025,0.335714286,97,95,96.28571429,70,59,65.14285714,87.5,82.625,85.30357143,81,40,59.71428571,42,15,25.28571429,54.5,26.25,40.33928571,97,55,76,,25,11,normal,warning,danger
37,2010,34,31,32.71428571,25,24,24.42857143,27.875,27.125,27.58928571,44,39,41.42857143,30,28,28.57142857,34,32.625,33.41071429,17,7,11.14285714,4,1,2.285714286,9.5,4.125,6.410714286,3.8,0,2.1,0,0,0,0.5375,0,0.301785714,97,92,95,66,58,61.71428571,86.125,80.375,83.125,95,46,67.57142857,33,17,23.85714286,55.875,30.5,41.67857143,48,7,27.57142857,3,19,11,normal,warning,danger
38,2010,34,30,31.85714286,25,24,24.42857143,28.375,27,27.57142857,44,39,40.71428571,30,28,28.85714286,34.75,32.625,33.71428571,20,13,16.42857143,5,2,3.857142857,10.125,7.25,8.517857143,4.7,2,3.085714286,0,0,0,0.725,0.2875,0.485714286,98,94,96,73,56,65.71428571,85.75,81,84.08928571,100,43,82,43,11,20.57142857,63.75,26.5,41.33928571,34,0,14.85714286,1,18,7,normal,warning,warning
39,2010,34,31,32,25,24,24.28571429,28.125,26.875,27.48214286,46,39,41.57142857,30,28,29,35.375,32.625,33.69642857,18,11,13.85714286,6,1,2.857142857,10.125,5.125,7.660714286,7,0.3,2.742857143,0,0,0,0.9375,0.05,0.383928571,97,92,94.57142857,74,61,66,86.625,82.375,83.96428571,97,35,58,36,11,23.14285714,52.75,22.25,35.51785714,83,41,62,4,8,18,normal,normal,danger
40,2010,33,30,31.28571429,25,24,24.42857143,27.75,26.25,27.07142857,44,37,40,30,27,28.42857143,34.625,31.5,32.92857143,19,7,11.71428571,5,1,3.142857143,9.25,5.5,7.321428571,6.6,2.2,3.742857143,0,0,0,1.1,0.3625,0.594642857,98,94,96.42857143,76,66,71,90.75,84.875,87.48214286,100,70,95.71428571,42,24,34.28571429,78.125,48,64,97,69,86,2,3,17,normal,normal,warning
41,2010,31,27,29.28571429,25,23,24,27.5,24.75,25.98214286,40,32,36.42857143,29,27,27.71428571,33.375,28.75,30.98214286,17,12,14.14285714,6,1,4.142857143,11,7.875,9,41.5,0.1,11.01428571,0,0,0,6.325,0.0125,1.717857143,99,96,98.14285714,88,68,78.28571429,96.25,85.25,91.67857143,100,74,95.57142857,71,15,38.57142857,93.125,37.125,68.60714286,62,21,41.28571429,2,2,12,normal,normal,warning
42,2010,32,28,30,24,23,23.28571429,26.75,25.375,26.23214286,41,33,37,28,26,26.85714286,32.375,29.375,31.19642857,21,11,16.14285714,11,2,6.285714286,14.5,8.625,10.71428571,2.6,0,0.942857143,0,0,0,0.475,0,0.148214286,99,95,97.42857143,80,63,71.71428571,93,85,88.19642857,100,46,84.14285714,47,15,29.42857143,84,33.5,51.58928571,21,0,9,1,4,16,normal,normal,warning
43,2010,32,30,31.28571429,24,23,23.57142857,27.375,26,26.75,41,34,39.14285714,28,26,27.14285714,33.625,29.5,31.98214286,22,11,15.14285714,7,1,2.857142857,10.5,6,7.946428571,13.2,0,3.071428571,0,0,0,1.775,0,0.521428571,97,93,95.42857143,74,58,65.71428571,90,78.375,84.01785714,100,26,67.71428571,46,6,21,65.75,17.25,38.30357143,69,28,48.14285714,3,1,17,normal,normal,warning
44,2010,31,22,28.28571429,23,20,21.85714286,25.625,21.25,24.26785714,39,22,33.28571429,26,21,23.28571429,30.125,21.375,27.46428571,27,11,20.71428571,18,3,8.142857143,22.5,8.125,13.35714286,7.1,0.1,2.857142857,0,0,0,2.1625,0.025,0.633928571,99,95,97,88,63,76.28571429,95.875,83.375,90.125,100,44,78.28571429,48,7,27.42857143,69.25,18.5,53.26785714,97,76,85,1,,17,normal,normal,warning
45,2010,31,29,29.85714286,24,21,22.71428571,26.25,24.875,25.71428571,39,36,37.28571429,27,22,25.71428571,31.625,28.625,30.41071429,19,8,13.85714286,5,2,2.857142857,10.25,5.125,8.392857143,3,1.3,2.128571429,0,0,0,0.675,0.275,0.501785714,99,95,96.57142857,81,71,74.85714286,93.375,86.25,89.39285714,100,68,94.14285714,35,18,26.57142857,65.5,41.75,56.21428571,69,28,48.14285714,,1,19,normal,normal,warning
46,2010,31,30,30.71428571,24,22,23,26.75,25.75,26.21428571,40,37,38.57142857,28,23,26.42857143,32.25,29.75,31.21428571,23,8,13.85714286,9,1,3.857142857,12.75,5.125,8.482142857,7,1.4,4.042857143,0,0,0,0.8875,0.175,0.5375,97,94,95.42857143,75,65,70.28571429,88.375,85.25,86.875,84,37,53.85714286,32,18,22,49.125,25.25,35.83928571,21,0,9,1,3,24,normal,normal,warning
47,2010,30,29,29.85714286,24,22,23,26.5,25.25,25.76785714,41,37,38.14285714,29,23,26.28571429,32.375,29.625,30.96428571,15,9,12,5,1,1.857142857,8.125,4.625,6.196428571,7.6,0.1,3.842857143,0,0,0,1.5625,0.0125,0.639285714,97,95,96.28571429,79,65,74,90.5,85.25,88.51785714,100,36,74.71428571,33,3,20.85714286,54.25,13.75,43.16071429,62,21,41.28571429,1,1,36,normal,normal,danger
48,2010,31,29,30.28571429,23,22,22.85714286,26.5,25.25,26,40,36,37.85714286,27,25,26.14285714,31.75,29.5,30.69642857,20,11,13.42857143,3,0,1.571428571,7.625,6.375,6.732142857,4.8,0,1.657142857,0,0,0,0.65,0,0.230357143,97,92,94.57142857,72,64,68.57142857,87.75,82.75,85.53571429,100,54,76.42857143,29,14,20.42857143,48.125,31.875,40.375,97,69,86,4,1,15,normal,normal,warning
49,2010,32,30,31,23,22,22.57142857,26.375,25.125,25.89285714,39,35,37.14285714,27,23,25.42857143,31.125,28.875,30.21428571,23,10,16,5,2,3.714285714,12.75,7,9.428571429,0.9,0.2,0.414285714,0,0,0,0.15,0.025,0.058928571,94,90,91.28571429,65,57,62.14285714,82.75,79.375,81.25,61,19,50,20,4,11.71428571,44.875,10.375,30.57142857,83,41,62,5,,20,normal,normal,danger
50,2010,32,29,30.57142857,24,21,22.42857143,26.875,25.25,26,39,35,37,27,22,25.14285714,31.75,29,30.30357143,22,11,15.14285714,11,2,4.142857143,12.875,5.875,8.446428571,2.3,0,0.657142857,0,0,0,0.5375,0,0.121428571,98,89,95.57142857,76,59,63.14285714,88.625,78.75,82.82142857,100,31,70,44,5,16.71428571,57,20.5,36.80357143,34,0,14.85714286,4,1,7,normal,normal,normal
51,2010,31,29,30.14285714,23,21,22.14285714,26.375,24.25,25.35714286,38,33,35.14285714,26,22,24,30.75,26.375,28.83928571,17,8,11.28571429,4,2,2.714285714,9.875,4.375,6.767857143,2.6,0,0.7,0,0,0,0.35,0,0.091071429,95,86,90,66,58,62,81.625,76.25,78.91071429,83,30,61.28571429,25,11,16.85714286,47.125,19.875,34.69642857,48,7,27.57142857,8,2,6,normal,normal,normal
